claim_line_id,claim_id,line_number,part_number,vmrs_component_code,vmrs_cause_code,vmrs_correction_code,quantity,unit_cost,line_total,labor_hours,srt_standard_hours,labor_variance_pct,cost_variance_pct,repair_type
CL-000504,WC-2023000260,2,A-001-802-88-01,041,05,09,1,4230.76,4230.76,2.2,2.5,-12.0,0.7,Complex
CL-000505,WC-2023000260,3,A-960-320-10-01,042,02,02,1,1806.4,1806.4,3.5,3.7,-5.4,0.4,Standard
CL-000506,WC-2023000261,1,A-001-030-45-56,032,01,02,1,935.59,935.59,3.2,3.2,0.0,-1.5,Standard
CL-000507,WC-2023000262,1,A-680-480-03-00,043,04,09,1,1516.47,1516.47,3.0,2.9,3.4,4.6,Standard
CL-000508,WC-2023000263,1,A-001-802-88-01,041,05,02,1,4377.31,4377.31,2.4,2.5,-4.0,4.2,Complex
CL-000509,WC-2023000263,2,A-001-030-95-00,032,04,03,1,1700.6,1700.6,1.8,1.9,-5.3,-5.5,Complex
CL-000510,WC-2023000263,3,A-714-260-02-00,037,03,09,1,2321.34,2321.34,2.3,2.2,4.5,-3.3,Complex
CL-000511,WC-2023000264,1,A-001-030-95-00,032,04,03,1,1905.49,1905.49,2.0,1.9,5.3,5.9,Complex
CL-000512,WC-2023000264,2,A-680-490-05-00,043,05,06,1,2795.53,2795.53,2.0,1.8,11.1,3.5,Standard
CL-000513,WC-2023000265,1,A-714-260-02-00,037,03,06,1,2527.39,2527.39,2.2,2.2,0.0,5.3,Standard
CL-000514,WC-2023000265,2,A-001-802-88-01,041,05,05,1,4293.46,4293.46,2.3,2.5,-8.0,2.2,Standard
CL-000515,WC-2023000265,3,A-680-495-01-00,043,06,06,1,620.48,620.48,2.0,2.2,-9.1,-4.5,Standard
CL-000516,WC-2023000266,1,A-680-490-05-00,043,05,06,1,2542.19,2542.19,1.8,1.8,0.0,-5.8,Standard
CL-000517,WC-2023000267,1,A-680-495-01-00,043,06,02,1,632.8,632.8,2.3,2.2,4.5,-2.6,Standard
CL-000518,WC-2023000268,1,A-460-500-01-03,010,01,09,1,933.93,933.93,3.6,3.5,2.9,4.9,Complex
CL-000519,WC-2023000268,2,A-680-490-02-04,043,03,07,1,1885.18,1885.18,2.0,2.3,-13.0,-3.3,Complex
CL-000520,WC-2023000269,1,A-001-997-70-00,045,03,01,1,341.96,341.96,1.4,1.6,-12.5,0.6,Complex
CL-000521,WC-2023000270,1,A-001-030-60-12,032,02,03,1,1146.24,1146.24,2.7,2.5,8.0,4.2,Complex
CL-000522,WC-2023000270,2,A-350-100-01-00,050,01,02,1,406.77,406.77,1.0,1.2,-16.7,7.0,Standard
CL-000523,WC-2023000271,1,A-680-490-05-00,043,05,04,1,2900.07,2900.07,1.7,1.8,-5.6,7.4,Complex
CL-000524,WC-2023000272,1,A-001-030-45-56,032,01,05,1,962.29,962.29,3.7,3.2,15.6,1.3,Complex
CL-000525,WC-2023000272,2,A-001-030-80-00,032,03,08,1,235.31,235.31,1.3,1.3,0.0,7.0,Complex
CL-000526,WC-2023000272,3,A-680-480-01-02,043,01,07,1,2697.51,2697.51,3.2,3.1,3.2,-5.4,Complex
CL-000527,WC-2023000273,1,A-350-200-01-00,050,02,03,1,207.18,207.18,2.0,1.8,11.1,6.2,Standard
CL-000528,WC-2023000273,2,A-680-480-03-00,043,04,07,1,1366.78,1366.78,2.7,2.9,-6.9,-5.7,Standard
CL-000529,WC-2023000273,3,A-714-280-01-00,038,01,08,1,299.27,299.27,0.7,0.7,0.0,3.2,Standard
CL-000530,WC-2023000274,1,A-960-540-01-00,042,04,05,1,787.63,787.63,3.6,3.4,5.9,1.0,Standard
CL-000531,WC-2023000274,2,A-350-100-01-00,050,01,02,1,407.97,407.97,1.3,1.2,8.3,7.4,Standard
CL-000532,WC-2023000275,1,A-001-545-76-32,041,02,04,1,3579.85,3579.85,2.2,2.5,-12.0,5.3,Complex
CL-000533,WC-2023000275,2,A-714-280-01-00,038,01,02,1,312.29,312.29,0.7,0.7,0.0,7.7,Complex
CL-000534,WC-2023000275,3,A-680-480-01-02,043,01,09,1,2976.41,2976.41,3.4,3.1,9.7,4.4,Standard
CL-000535,WC-2023000276,1,A-714-280-01-00,038,01,04,1,270.28,270.28,0.7,0.7,0.0,-6.8,Complex
CL-000536,WC-2023000277,1,A-960-501-02-00,042,01,05,1,606.94,606.94,1.8,2.1,-14.3,-2.1,Complex
CL-000537,WC-2023000277,2,A-680-480-03-00,043,04,05,1,1448.9,1448.9,2.5,2.9,-13.8,-0.1,Complex
CL-000538,WC-2023000277,3,A-001-030-60-12,032,02,03,1,1137.72,1137.72,2.2,2.5,-12.0,3.4,Complex
CL-000539,WC-2023000278,1,A-680-480-01-02,043,01,08,1,2711.04,2711.04,2.7,3.1,-12.9,-4.9,Standard
CL-000540,WC-2023000278,2,A-001-030-95-00,032,04,06,1,1694.21,1694.21,1.7,1.9,-10.5,-5.9,Standard
CL-000541,WC-2023000279,1,A-460-420-03-00,010,04,09,1,1098.16,1098.16,2.1,2.4,-12.5,-4.5,Complex
CL-000542,WC-2023000279,2,A-714-320-01-00,037,01,03,1,3247.39,3247.39,3.4,3.6,-5.6,1.5,Complex
CL-000543,WC-2023000279,3,A-680-480-03-00,043,04,09,1,1534.48,1534.48,2.5,2.9,-13.8,5.8,Standard
CL-000544,WC-2023000280,1,A-680-480-01-02,043,01,09,1,3022.45,3022.45,3.2,3.1,3.2,6.1,Standard
CL-000545,WC-2023000281,1,A-714-280-05-00,038,02,08,1,4675.95,4675.95,2.2,2.3,-4.3,-2.6,Standard
CL-000546,WC-2023000282,1,A-001-545-76-32,041,02,03,1,3318.02,3318.02,2.3,2.5,-8.0,-2.4,Standard
CL-000547,WC-2023000283,1,A-680-495-01-00,043,06,05,1,662.84,662.84,2.0,2.2,-9.1,2.0,Standard
CL-000548,WC-2023000283,2,A-680-480-03-00,043,04,06,1,1363.43,1363.43,3.3,2.9,13.8,-6.0,Standard
CL-000549,WC-2023000283,3,A-460-501-00-00,010,06,09,1,190.68,190.68,3.3,2.9,13.8,3.1,Complex
CL-000550,WC-2023000284,1,A-960-501-05-00,042,03,03,1,283.98,283.98,1.2,1.2,0.0,-0.4,Standard
CL-000551,WC-2023000285,1,A-001-545-90-00,041,07,09,1,1658.49,1658.49,3.5,3.2,9.4,0.5,Standard
CL-000552,WC-2023000286,1,A-680-490-02-04,043,03,06,1,2074.73,2074.73,2.1,2.3,-8.7,6.4,Complex
CL-000553,WC-2023000287,1,A-680-480-03-00,043,04,06,1,1372.15,1372.15,2.8,2.9,-3.4,-5.4,Standard
CL-000554,WC-2023000288,1,A-460-500-01-03,010,01,07,1,888.52,888.52,4.0,3.5,14.3,-0.2,Complex
CL-000555,WC-2023000288,2,A-001-030-80-00,032,03,05,1,213.68,213.68,1.1,1.3,-15.4,-2.9,Complex
CL-000556,WC-2023000288,3,A-960-320-10-01,042,02,02,1,1711.92,1711.92,3.4,3.7,-8.1,-4.9,Standard
CL-000557,WC-2023000289,1,A-460-420-03-00,010,04,02,1,1210.28,1210.28,2.1,2.4,-12.5,5.2,Standard
CL-000558,WC-2023000290,1,A-001-545-80-00,041,06,09,1,1273.14,1273.14,2.3,2.3,0.0,1.9,Complex
CL-000559,WC-2023000291,1,A-714-260-02-00,037,03,06,1,2261.08,2261.08,2.4,2.2,9.1,-5.8,Complex
CL-000560,WC-2023000291,2,A-714-280-01-00,038,01,09,1,308.24,308.24,0.8,0.7,14.3,6.3,Complex
CL-000561,WC-2023000291,3,A-001-545-90-00,041,07,06,1,1629.4,1629.4,3.4,3.2,6.2,-1.2,Complex
CL-000562,WC-2023000292,1,A-680-480-03-00,043,04,02,1,1388.85,1388.85,2.5,2.9,-13.8,-4.2,Complex
CL-000563,WC-2023000293,1,A-680-480-03-00,043,04,04,1,1557.44,1557.44,2.6,2.9,-10.3,7.4,Complex
CL-000564,WC-2023000293,2,A-680-495-01-00,043,06,05,1,664.28,664.28,2.2,2.2,0.0,2.2,Complex
CL-000565,WC-2023000294,1,A-960-501-02-00,042,01,05,1,634.4,634.4,2.3,2.1,9.5,2.3,Standard
CL-000566,WC-2023000295,1,A-960-540-01-00,042,04,08,1,829.9,829.9,3.7,3.4,8.8,6.4,Complex
CL-000567,WC-2023000296,1,A-001-997-70-00,045,03,08,1,360.08,360.08,1.4,1.6,-12.5,5.9,Standard
CL-000568,WC-2023000297,1,A-350-200-01-00,050,02,06,1,202.26,202.26,2.0,1.8,11.1,3.7,Standard
CL-000569,WC-2023000297,2,A-960-501-05-00,042,03,03,1,272.97,272.97,1.3,1.2,8.3,-4.2,Standard
CL-000570,WC-2023000297,3,A-001-030-60-12,032,02,04,1,1069.22,1069.22,2.8,2.5,12.0,-2.8,Standard
CL-000571,WC-2023000298,1,A-680-490-05-00,043,05,08,1,2744.76,2744.76,2.0,1.8,11.1,1.7,Standard
CL-000572,WC-2023000298,2,A-460-350-02-00,010,05,03,1,156.4,156.4,1.8,2.0,-10.0,-5.2,Standard
CL-000573,WC-2023000299,1,A-714-280-01-00,038,01,09,1,268.86,268.86,0.6,0.7,-14.3,-7.3,Complex
CL-000574,WC-2023000299,2,A-350-100-01-00,050,01,09,1,406.74,406.74,1.2,1.2,0.0,7.0,Complex
CL-000575,WC-2023000299,3,A-680-480-03-00,043,04,06,1,1382.86,1382.86,2.8,2.9,-3.4,-4.6,Complex
CL-000576,WC-2023000300,1,A-460-420-03-00,010,04,02,1,1162.97,1162.97,2.7,2.4,12.5,1.1,Standard
CL-000577,WC-2023000300,2,A-001-545-90-00,041,07,06,1,1687.73,1687.73,3.5,3.2,9.4,2.3,Standard
CL-000578,WC-2023000300,3,A-960-320-10-01,042,02,09,1,1713.27,1713.27,3.2,3.7,-13.5,-4.8,Standard
CL-000579,WC-2023000301,1,A-001-030-95-00,032,04,02,1,1830.48,1830.48,1.6,1.9,-15.8,1.7,Standard
CL-000580,WC-2023000301,2,A-680-495-01-00,043,06,03,1,639.88,639.88,1.9,2.2,-13.6,-1.6,Standard
CL-000581,WC-2023000301,3,A-001-030-60-12,032,02,03,1,1139.01,1139.01,2.2,2.5,-12.0,3.5,Complex
CL-000582,WC-2023000302,1,A-960-501-02-00,042,01,09,1,579.34,579.34,1.9,2.1,-9.5,-6.6,Complex
CL-000583,WC-2023000303,1,A-001-997-70-00,045,03,01,1,350.58,350.58,1.4,1.6,-12.5,3.1,Standard
CL-000584,WC-2023000304,1,A-350-100-01-00,050,01,07,1,409.8,409.8,1.0,1.2,-16.7,7.8,Standard
CL-000585,WC-2023000305,1,A-460-501-00-00,010,06,03,1,177.93,177.93,2.8,2.9,-3.4,-3.8,Standard
CL-000586,WC-2023000305,2,A-001-030-95-00,032,04,01,1,1860.58,1860.58,1.7,1.9,-10.5,3.4,Standard
CL-000587,WC-2023000306,1,A-001-030-45-56,032,01,02,1,912.19,912.19,3.6,3.2,12.5,-4.0,Standard
CL-000588,WC-2023000306,2,A-001-030-60-12,032,02,01,1,1056.19,1056.19,2.8,2.5,12.0,-4.0,Standard
CL-000589,WC-2023000307,1,A-460-501-00-00,010,06,02,1,174.58,174.58,2.9,2.9,0.0,-5.6,Complex
CL-000590,WC-2023000308,1,A-714-260-02-00,037,03,07,1,2217.52,2217.52,2.3,2.2,4.5,-7.6,Standard
CL-000591,WC-2023000308,2,A-960-501-02-00,042,01,06,1,655.65,655.65,2.0,2.1,-4.8,5.7,Complex
CL-000592,WC-2023000309,1,A-714-280-05-00,038,02,01,1,4953.2,4953.2,2.5,2.3,8.7,3.2,Standard
CL-000593,WC-2023000309,2,A-680-490-02-04,043,03,07,1,1876.99,1876.99,2.0,2.3,-13.0,-3.7,Standard
CL-000594,WC-2023000310,1,A-960-501-05-00,042,03,02,1,276.57,276.57,1.2,1.2,0.0,-3.0,Complex
CL-000595,WC-2023000310,2,A-460-350-02-00,010,05,09,1,152.92,152.92,2.2,2.0,10.0,-7.3,Standard
CL-000596,WC-2023000310,3,A-460-501-00-00,010,06,08,1,179.01,179.01,3.2,2.9,10.3,-3.2,Complex
CL-000597,WC-2023000311,1,A-714-260-02-00,037,03,06,1,2527.07,2527.07,2.0,2.2,-9.1,5.3,Complex
CL-000598,WC-2023000312,1,A-680-490-02-04,043,03,05,1,2155.2,2155.2,2.6,2.3,13.0,10.5,Standard
CL-000599,WC-2023000313,1,A-460-501-00-00,010,06,09,1,196.25,196.25,2.9,2.9,0.0,6.1,Standard
CL-000600,WC-2023000313,2,A-460-500-01-03,010,01,06,1,881.51,881.51,3.6,3.5,2.9,-1.0,Complex
CL-000601,WC-2023000314,1,A-001-030-80-00,032,03,08,1,216.2,216.2,1.5,1.3,15.4,-1.7,Standard
CL-000602,WC-2023000314,2,A-460-501-00-00,010,06,05,1,187.63,187.63,3.1,2.9,6.9,1.4,Standard
CL-000603,WC-2023000314,3,A-714-260-02-00,037,03,08,1,2370.63,2370.63,2.4,2.2,9.1,-1.2,Standard
CL-000604,WC-2023000315,1,A-001-030-80-00,032,03,03,1,218.35,218.35,1.1,1.3,-15.4,-0.8,Standard
CL-000605,WC-2023000316,1,A-001-030-60-12,032,02,09,1,1209.1,1209.1,2.7,2.5,8.0,9.9,Complex
CL-000606,WC-2023000316,2,A-001-997-70-00,045,03,05,1,378.53,378.53,1.7,1.6,6.2,11.3,Standard
CL-000607,WC-2023000316,3,A-960-501-05-00,042,03,04,1,316.43,316.43,1.3,1.2,8.3,11.0,Complex
CL-000608,WC-2023000317,1,A-460-350-02-00,010,05,04,1,168.97,168.97,2.0,2.0,0.0,2.4,Complex
CL-000609,WC-2023000317,2,A-714-320-01-00,037,01,07,1,3347.3,3347.3,3.4,3.6,-5.6,4.6,Standard
CL-000610,WC-2023000318,1,A-680-490-02-04,043,03,02,1,1923.07,1923.07,2.3,2.3,0.0,-1.4,Standard
CL-000611,WC-2023000319,1,A-460-420-03-00,010,04,02,1,1205.86,1205.86,2.7,2.4,12.5,4.9,Standard
CL-000612,WC-2023000320,1,A-714-280-01-00,038,01,09,1,296.85,296.85,0.8,0.7,14.3,2.4,Complex
CL-000613,WC-2023000320,2,A-960-501-02-00,042,01,08,1,629.87,629.87,2.0,2.1,-4.8,1.6,Standard
CL-000614,WC-2023000320,3,A-460-420-03-00,010,04,05,1,1167.32,1167.32,2.1,2.4,-12.5,1.5,Standard
CL-000615,WC-2023000321,1,A-460-420-03-00,010,04,08,1,1222.21,1222.21,2.3,2.4,-4.2,6.3,Complex
CL-000616,WC-2023000321,2,A-714-280-05-00,038,02,09,1,5156.93,5156.93,2.5,2.3,8.7,7.4,Standard
CL-000617,WC-2023000322,1,A-001-545-76-32,041,02,08,1,3791.86,3791.86,2.7,2.5,8.0,11.5,Complex
CL-000618,WC-2023000323,1,A-680-480-03-00,043,04,04,1,1564.06,1564.06,3.1,2.9,6.9,7.9,Standard
CL-000619,WC-2023000323,2,A-680-495-01-00,043,06,08,1,659.93,659.93,2.0,2.2,-9.1,1.5,Standard
CL-000620,WC-2023000324,1,A-960-320-10-01,042,02,09,1,1809.3,1809.3,4.1,3.7,10.8,0.5,Complex
CL-000621,WC-2023000324,2,A-001-545-90-00,041,07,05,1,1685.79,1685.79,3.7,3.2,15.6,2.2,Standard
CL-000622,WC-2023000325,1,A-001-545-76-32,041,02,09,1,3663.69,3663.69,2.8,2.5,12.0,7.8,Complex
CL-000623,WC-2023000326,1,A-001-997-70-00,045,03,07,1,316.46,316.46,1.7,1.6,6.2,-6.9,Standard
CL-000624,WC-2023000326,2,A-960-540-01-00,042,04,04,1,749.42,749.42,3.7,3.4,8.8,-3.9,Standard
CL-000625,WC-2023000327,1,A-001-545-90-00,041,07,05,1,1609.17,1609.17,3.5,3.2,9.4,-2.5,Complex
CL-000626,WC-2023000327,2,A-714-260-02-00,037,03,05,1,2465.29,2465.29,2.0,2.2,-9.1,2.7,Complex
CL-000627,WC-2023000328,1,A-680-495-01-00,043,06,07,1,674.48,674.48,2.4,2.2,9.1,3.8,Standard
CL-000628,WC-2023000328,2,A-460-501-00-00,010,06,01,1,192.82,192.82,3.2,2.9,10.3,4.2,Complex
CL-000629,WC-2023000329,1,A-001-997-70-00,045,03,08,1,348.09,348.09,1.8,1.6,12.5,2.4,Standard
CL-000630,WC-2023000329,2,A-001-802-88-01,041,05,02,1,4024.12,4024.12,2.5,2.5,0.0,-4.2,Standard
CL-000631,WC-2023000330,1,A-680-480-01-02,043,01,01,1,2795.01,2795.01,3.1,3.1,0.0,-1.9,Complex
CL-000632,WC-2023000331,1,A-001-545-80-00,041,06,09,1,1300.22,1300.22,2.2,2.3,-4.3,4.0,Standard
CL-000633,WC-2023000332,1,A-714-280-05-00,038,02,07,1,5162.84,5162.84,2.3,2.3,0.0,7.6,Complex
CL-000634,WC-2023000332,2,A-960-320-10-01,042,02,07,1,1677.26,1677.26,3.4,3.7,-8.1,-6.8,Complex
CL-000635,WC-2023000333,1,A-680-490-05-00,043,05,07,1,2611.09,2611.09,1.8,1.8,0.0,-3.3,Complex
CL-000636,WC-2023000333,2,A-001-030-45-56,032,01,01,1,966.25,966.25,2.9,3.2,-9.4,1.7,Standard
CL-000637,WC-2023000333,3,A-460-501-00-00,010,06,02,1,186.72,186.72,2.9,2.9,0.0,0.9,Complex
CL-000638,WC-2023000334,1,A-001-030-60-12,032,02,09,1,1181.56,1181.56,2.5,2.5,0.0,7.4,Standard
CL-000639,WC-2023000335,1,A-714-320-01-00,037,01,07,1,3014.64,3014.64,3.8,3.6,5.6,-5.8,Standard
CL-000640,WC-2023000336,1,A-001-997-70-00,045,03,09,1,367.82,367.82,1.8,1.6,12.5,8.2,Standard
CL-000641,WC-2023000336,2,A-001-997-55-45,045,01,01,4,869.53,3478.12,1.3,1.2,8.3,11.5,Standard
CL-000642,WC-2023000336,3,A-001-802-88-01,041,05,06,1,4572.89,4572.89,2.8,2.5,12.0,8.9,Complex
CL-000643,WC-2023000337,1,A-960-540-01-00,042,04,07,1,747.6,747.6,3.6,3.4,5.9,-4.2,Standard
CL-000644,WC-2023000337,2,A-350-200-01-00,050,02,06,1,208.54,208.54,1.7,1.8,-5.6,6.9,Standard
CL-000645,WC-2023000337,3,A-714-260-02-00,037,03,09,1,2230.62,2230.62,2.2,2.2,0.0,-7.1,Standard
CL-000646,WC-2023000338,1,A-460-500-01-03,010,01,05,1,819.46,819.46,3.7,3.5,5.7,-7.9,Standard
CL-000647,WC-2023000338,2,A-680-490-02-04,043,03,09,1,1973.09,1973.09,2.6,2.3,13.0,1.2,Complex
CL-000648,WC-2023000338,3,A-714-320-01-00,037,01,03,1,3060.23,3060.23,3.8,3.6,5.6,-4.4,Complex
CL-000649,WC-2023000339,1,A-680-490-02-04,043,03,06,1,1897.67,1897.67,2.0,2.3,-13.0,-2.7,Complex
CL-000650,WC-2023000339,2,A-350-200-01-00,050,02,05,1,185.12,185.12,1.6,1.8,-11.1,-5.1,Standard
CL-000651,WC-2023000339,3,A-001-997-70-00,045,03,06,1,355.43,355.43,1.8,1.6,12.5,4.5,Complex
CL-000652,WC-2023000340,1,A-714-260-02-00,037,03,05,1,2584.86,2584.86,2.1,2.2,-4.5,7.7,Complex
CL-000653,WC-2023000340,2,A-680-480-03-00,043,04,06,1,1459.32,1459.32,3.3,2.9,13.8,0.6,Standard
CL-000654,WC-2023000340,3,A-680-495-01-00,043,06,01,1,644.21,644.21,2.2,2.2,0.0,-0.9,Complex
CL-000655,WC-2023000341,1,A-001-030-80-00,032,03,02,1,205.91,205.91,1.5,1.3,15.4,-6.4,Complex
CL-000656,WC-2023000341,2,A-001-997-70-00,045,03,01,1,364.01,364.01,1.7,1.6,6.2,7.1,Standard
CL-000657,WC-2023000341,3,A-960-540-01-00,042,04,07,1,754.41,754.41,3.2,3.4,-5.9,-3.3,Standard
CL-000658,WC-2023000342,1,A-001-030-45-56,032,01,03,1,890.87,890.87,2.8,3.2,-12.5,-6.2,Complex
CL-000659,WC-2023000342,2,A-680-495-01-00,043,06,05,1,666.09,666.09,2.5,2.2,13.6,2.5,Complex
CL-000660,WC-2023000342,3,A-680-480-01-02,043,01,08,1,2903.64,2903.64,3.2,3.1,3.2,1.9,Complex
CL-000661,WC-2023000343,1,A-001-030-95-00,032,04,01,1,1914.41,1914.41,1.7,1.9,-10.5,6.4,Complex
CL-000662,WC-2023000343,2,A-680-490-05-00,043,05,07,1,2889.08,2889.08,1.7,1.8,-5.6,7.0,Standard
CL-000663,WC-2023000344,1,A-001-030-95-00,032,04,01,1,1767.41,1767.41,2.4,1.9,26.3,-1.8,Standard
CL-000664,WC-2023000344,2,A-680-480-01-02,043,01,04,1,2850.43,2850.43,4.2,3.1,35.5,0.0,Standard
CL-000665,WC-2023000345,1,A-001-997-60-12,045,02,01,1,2112.51,2112.51,1.4,1.6,-12.5,0.6,Standard
CL-000666,WC-2023000345,2,A-001-802-88-01,041,05,03,1,4248.84,4248.84,2.6,2.5,4.0,1.2,Standard
CL-000667,WC-2023000346,1,A-001-997-55-45,045,01,01,2,745.05,1490.1,1.2,1.2,0.0,-4.5,Complex
CL-000668,WC-2023000346,2,A-680-480-01-02,043,01,06,1,2774.54,2774.54,3.5,3.1,12.9,-2.6,Complex
CL-000669,WC-2023000346,3,A-350-100-01-00,050,01,02,1,383.99,383.99,1.1,1.2,-8.3,1.1,Standard
CL-000670,WC-2023000347,1,A-001-997-55-45,045,01,08,2,804.32,1608.64,1.3,1.2,8.3,3.1,Standard
CL-000671,WC-2023000348,1,A-001-545-80-00,041,06,02,1,1236.75,1236.75,2.3,2.3,0.0,-1.1,Complex
CL-000672,WC-2023000348,2,A-714-260-02-00,037,03,09,1,2350.63,2350.63,2.0,2.2,-9.1,-2.1,Standard
CL-000673,WC-2023000348,3,A-350-200-01-00,050,02,08,1,206.88,206.88,1.9,1.8,5.6,6.1,Complex
CL-000674,WC-2023000349,1,A-001-030-95-00,032,04,01,1,1910.04,1910.04,1.8,1.9,-5.3,6.1,Standard
CL-000675,WC-2023000349,2,A-714-260-02-00,037,03,08,1,2261.03,2261.03,2.5,2.2,13.6,-5.8,Standard
CL-000676,WC-2023000349,3,A-680-480-03-00,043,04,05,1,1375.21,1375.21,2.5,2.9,-13.8,-5.2,Standard
CL-000677,WC-2023000350,1,A-680-480-03-00,043,04,01,1,1504.69,1504.69,3.1,2.9,6.9,3.8,Standard
CL-000678,WC-2023000350,2,A-001-997-70-00,045,03,05,1,324.11,324.11,1.4,1.6,-12.5,-4.7,Standard
CL-000679,WC-2023000351,1,A-001-997-55-45,045,01,08,2,816.57,1633.14,1.1,1.2,-8.3,4.7,Complex
CL-000680,WC-2023000351,2,A-960-501-02-00,042,01,02,1,609.87,609.87,2.1,2.1,0.0,-1.6,Standard
CL-000681,WC-2023000352,1,A-001-802-88-01,041,05,05,1,4512.72,4512.72,2.3,2.5,-8.0,7.4,Standard
CL-000682,WC-2023000353,1,A-001-545-90-00,041,07,02,1,1702.91,1702.91,3.1,3.2,-3.1,3.2,Complex
CL-000683,WC-2023000353,2,A-460-350-02-00,010,05,05,1,153.4,153.4,1.9,2.0,-5.0,-7.0,Complex
CL-000684,WC-2023000354,1,A-001-997-60-12,045,02,06,1,2196.04,2196.04,1.8,1.6,12.5,4.6,Complex
CL-000685,WC-2023000355,1,A-960-320-10-01,042,02,06,1,1936.54,1936.54,4.2,3.7,13.5,7.6,Standard
CL-000686,WC-2023000355,2,A-001-997-55-45,045,01,04,2,747.03,1494.06,1.2,1.2,0.0,-4.2,Standard
CL-000687,WC-2023000355,3,A-460-500-01-03,010,01,06,1,853.1,853.1,3.8,3.5,8.6,-4.1,Complex
CL-000688,WC-2023000356,1,A-460-420-03-00,010,04,09,1,1107.84,1107.84,2.8,2.4,16.7,-3.7,Complex
CL-000689,WC-2023000356,2,A-960-501-05-00,042,03,05,1,265.1,265.1,1.4,1.2,16.7,-7.0,Standard
CL-000690,WC-2023000356,3,A-001-030-95-00,032,04,01,1,1754.86,1754.86,1.7,1.9,-10.5,-2.5,Standard
CL-000691,WC-2023000357,1,A-001-545-90-00,041,07,02,1,1615.14,1615.14,2.9,3.2,-9.4,-2.1,Complex
CL-000692,WC-2023000358,1,A-960-501-05-00,042,03,08,1,272.23,272.23,1.2,1.2,0.0,-4.5,Standard
CL-000693,WC-2023000358,2,A-714-280-01-00,038,01,01,1,308.91,308.91,0.6,0.7,-14.3,6.5,Standard
CL-000694,WC-2023000359,1,A-001-997-60-12,045,02,08,1,2215.63,2215.63,1.5,1.6,-6.3,5.5,Standard
CL-000695,WC-2023000359,2,A-350-200-01-00,050,02,01,1,185.45,185.45,1.6,1.8,-11.1,-4.9,Complex
CL-000696,WC-2023000359,3,A-001-545-90-00,041,07,03,1,1749.08,1749.08,3.5,3.2,9.4,6.0,Standard
CL-000697,WC-2023000360,1,A-460-420-03-00,010,04,03,1,1085.96,1085.96,2.1,2.4,-12.5,-5.6,Standard
CL-000698,WC-2023000360,2,A-714-320-01-00,037,01,04,1,3039.39,3039.39,3.1,3.6,-13.9,-5.0,Standard
CL-000699,WC-2023000361,1,A-460-501-00-00,010,06,03,1,191.54,191.54,2.6,2.9,-10.3,3.5,Complex
CL-000700,WC-2023000362,1,A-960-540-01-00,042,04,07,1,745.74,745.74,3.7,3.4,8.8,-4.4,Complex
CL-000701,WC-2023000362,2,A-714-280-01-00,038,01,08,1,283.04,283.04,0.6,0.7,-14.3,-2.4,Complex
CL-000702,WC-2023000363,1,A-001-030-80-00,032,03,05,1,232.03,232.03,1.4,1.3,7.7,5.5,Complex
CL-000703,WC-2023000363,2,A-680-490-05-00,043,05,08,1,2690.7,2690.7,2.0,1.8,11.1,-0.3,Complex
CL-000704,WC-2023000363,3,A-001-802-88-01,041,05,03,1,4005.0,4005.0,2.2,2.5,-12.0,-4.6,Standard
CL-000705,WC-2023000364,1,A-350-100-01-00,050,01,08,1,388.23,388.23,1.3,1.2,8.3,2.2,Standard
CL-000706,WC-2023000365,1,A-680-480-01-02,043,01,01,1,2797.73,2797.73,2.8,3.1,-9.7,-1.8,Complex
CL-000707,WC-2023000366,1,A-001-997-60-12,045,02,02,1,1937.68,1937.68,1.6,1.6,0.0,-7.7,Complex
CL-000708,WC-2023000366,2,A-680-490-02-04,043,03,08,1,1859.99,1859.99,2.4,2.3,4.3,-4.6,Complex
CL-000709,WC-2023000366,3,A-001-545-80-00,041,06,01,1,1186.97,1186.97,2.2,2.3,-4.3,-5.0,Standard
CL-000710,WC-2023000367,1,A-680-480-03-00,043,04,09,1,1477.91,1477.91,3.3,2.9,13.8,1.9,Complex
CL-000711,WC-2023000368,1,A-001-545-80-00,041,06,04,1,1234.07,1234.07,2.4,2.3,4.3,-1.3,Complex
CL-000712,WC-2023000368,2,A-714-320-01-00,037,01,07,1,3252.54,3252.54,3.3,3.6,-8.3,1.6,Complex
CL-000713,WC-2023000368,3,A-960-320-10-01,042,02,06,1,1664.89,1664.89,3.5,3.7,-5.4,-7.5,Standard
CL-000714,WC-2023000369,1,A-001-545-80-00,041,06,08,1,1234.17,1234.17,2.0,2.3,-13.0,-1.3,Complex
CL-000715,WC-2023000369,2,A-001-997-60-12,045,02,07,1,2115.04,2115.04,1.5,1.6,-6.3,0.7,Complex
CL-000716,WC-2023000370,1,A-960-320-10-01,042,02,07,1,1666.84,1666.84,3.7,3.7,0.0,-7.4,Complex
CL-000717,WC-2023000371,1,A-960-501-02-00,042,01,07,1,622.88,622.88,1.9,2.1,-9.5,0.5,Standard
CL-000718,WC-2023000372,1,A-350-100-01-00,050,01,02,1,368.29,368.29,1.3,1.2,8.3,-3.1,Complex
CL-000719,WC-2023000372,2,A-001-030-95-00,032,04,04,1,1769.91,1769.91,2.0,1.9,5.3,-1.7,Standard
CL-000720,WC-2023000373,1,A-714-260-02-00,037,03,09,1,2464.9,2464.9,2.5,2.2,13.6,2.7,Complex
