attachment_id,claim_id,file_name,file_type,file_size_kb,upload_date,perceptual_hash,ssim_match_score,is_duplicate_flag
ATT-002264,WC-2023001133,repair_photo_2264.jpg,JPEG,609,2025-05-19,147b1f8df6f004cb,0.24,N
ATT-002265,WC-2023001133,repair_photo_2265.jpg,JPEG,4481,2025-05-19,2835aa08dc99e389,0.16,N
ATT-002266,WC-2023001134,repair_photo_2266.jpg,JPEG,2533,2025-04-28,324f562820b4193f,0.12,N
ATT-002267,WC-2023001134,repair_photo_2267.jpg,JPEG,474,2025-04-28,4fe8ae0c3cbdbe2a,0.25,N
ATT-002268,WC-2023001134,invoice_2268.pdf,PDF,1816,2025-04-28,e4dd5b766c629286,0.06,N
ATT-002269,WC-2023001135,repair_photo_2269.jpg,JPEG,1296,2023-10-28,f10734e6b21ed9a8,0.23,N
ATT-002270,WC-2023001135,repair_photo_2270.jpg,JPEG,3829,2023-10-28,c6656000f44b6865,0.25,N
ATT-002271,WC-2023001136,repair_photo_2271.jpg,JPEG,1188,2025-01-11,c9ba92560f49dd8e,0.0,N
ATT-002272,WC-2023001136,repair_photo_2272.jpg,JPEG,2976,2025-01-11,9cd751f4aeab0b95,0.08,N
ATT-002273,WC-2023001136,invoice_2273.pdf,PDF,2464,2025-01-11,f68f9fb42c28ad65,0.12,N
ATT-002274,WC-2023001137,repair_photo_2274.jpg,JPEG,2005,2025-11-04,908222fc4c8e7824,0.04,N
ATT-002275,WC-2023001137,repair_photo_2275.jpg,JPEG,2122,2025-11-04,8d37bb575c9e125c,0.04,N
ATT-002276,WC-2023001138,repair_photo_2276.jpg,JPEG,4454,2023-02-12,3f55183a060618a2,0.14,N
ATT-002277,WC-2023001138,repair_photo_2277.jpg,JPEG,3192,2023-02-12,79f56ec98d57b0b3,0.09,N
ATT-002278,WC-2023001138,invoice_2278.pdf,PDF,4472,2023-02-12,c621de89d6f61f69,0.18,N
ATT-002279,WC-2023001139,repair_photo_2279.jpg,JPEG,1313,2023-02-24,492de0998b8df261,0.03,N
ATT-002280,WC-2023001139,repair_photo_2280.jpg,JPEG,1861,2023-02-24,d3102b2dc9f5bd6d,0.1,N
ATT-002281,WC-2023001139,invoice_2281.pdf,PDF,877,2023-02-24,22f1861951d9976a,0.23,N
ATT-002282,WC-2023001140,repair_photo_2282.jpg,JPEG,1640,2025-01-12,3e276b31aed7cfc0,0.25,N
ATT-002283,WC-2023001140,repair_photo_2283.jpg,JPEG,2026,2025-01-12,f4f506c4c979d1c9,0.18,N
ATT-002284,WC-2023001140,invoice_2284.pdf,PDF,3397,2025-01-12,0b237005156ce01b,0.25,N
ATT-002285,WC-2023001141,repair_photo_2285.jpg,JPEG,815,2025-05-07,4c604f3ea33deb19,0.01,N
ATT-002286,WC-2023001141,repair_photo_2286.jpg,JPEG,3280,2025-05-07,c116a649544fe99a,0.14,N
ATT-002287,WC-2023001141,invoice_2287.pdf,PDF,3743,2025-05-07,01c1bd9134e12315,0.01,N
ATT-002288,WC-2023001142,repair_photo_2288.jpg,JPEG,302,2025-02-20,aec0c592ba44b14f,0.05,N
ATT-002289,WC-2023001142,repair_photo_2289.jpg,JPEG,2928,2025-02-20,28b7198d2e050ef0,0.09,N
ATT-002290,WC-2023001142,invoice_2290.pdf,PDF,3601,2025-02-20,d74305c9038957a1,0.16,N
ATT-002291,WC-2023001143,repair_photo_2291.jpg,JPEG,1628,2025-08-13,98c5d938c61c2a71,0.07,N
ATT-002292,WC-2023001144,repair_photo_2292.jpg,JPEG,2171,2024-03-14,da613d52b46bea44,0.22,N
ATT-002293,WC-2023001144,repair_photo_2293.jpg,JPEG,4041,2024-03-14,7747908645b762bf,0.01,N
ATT-002294,WC-2023001144,invoice_2294.pdf,PDF,4199,2024-03-14,2f6bbecc6cc4c5a5,0.14,N
ATT-002295,WC-2023001145,repair_photo_2295.jpg,JPEG,1979,2024-10-06,eb4541d9daa7410e,0.1,N
ATT-002296,WC-2023001145,repair_photo_2296.jpg,JPEG,1940,2024-10-06,3ac1ce03f8acaba6,0.01,N
ATT-002297,WC-2023001146,repair_photo_2297.jpg,JPEG,1153,2024-02-26,9e8e9885776093f2,0.21,N
ATT-002298,WC-2023001147,repair_photo_2298.jpg,JPEG,347,2023-05-18,32ec02ca5bdb3174,0.14,N
ATT-002299,WC-2023001148,repair_photo_2299.jpg,JPEG,3168,2025-12-06,b646ce28109122d7,0.24,N
ATT-002300,WC-2023001149,repair_photo_2300.jpg,JPEG,3637,2025-06-11,57a4bb43cbef7e84,0.14,N
ATT-002301,WC-2023001149,repair_photo_2301.jpg,JPEG,2156,2025-06-11,19cdc5392209ea1c,0.1,N
ATT-002302,WC-2023001150,repair_photo_2302.jpg,JPEG,3232,2023-10-08,0ef8b8ed538d1070,0.23,N
ATT-002303,WC-2023001150,repair_photo_2303.jpg,JPEG,3155,2023-10-08,6f9a0692fd0fbc86,0.22,N
ATT-002304,WC-2023001150,invoice_2304.pdf,PDF,2579,2023-10-08,5e1795ce06d0ba07,0.13,N
ATT-002305,WC-2023001151,repair_photo_2305.jpg,JPEG,1523,2025-08-02,1ba49e1030b9600e,0.14,N
ATT-002306,WC-2023001151,repair_photo_2306.jpg,JPEG,3980,2025-08-02,4fd3676ba03484b9,0.1,N
ATT-002307,WC-2023001151,invoice_2307.pdf,PDF,3102,2025-08-02,a0f17acd6f44c309,0.12,N
ATT-002308,WC-2023001152,repair_photo_2308.jpg,JPEG,2619,2023-05-06,c5f9823914ee9db1,0.09,N
ATT-002309,WC-2023001152,repair_photo_2309.jpg,JPEG,2587,2023-05-06,014c8ed4a182aa4a,0.02,N
ATT-002310,WC-2023001153,repair_photo_2310.jpg,JPEG,3878,2025-11-16,852290cd434599c5,0.03,N
ATT-002311,WC-2023001153,repair_photo_2311.jpg,JPEG,2282,2025-11-16,93fc25b7a025af4f,0.17,N
ATT-002312,WC-2023001154,repair_photo_2312.jpg,JPEG,685,2023-12-20,2963cbf1db357ad3,0.03,N
ATT-002313,WC-2023001154,repair_photo_2313.jpg,JPEG,304,2023-12-20,cfebde700535298f,0.2,N
ATT-002314,WC-2023001155,repair_photo_2314.jpg,JPEG,1130,2024-04-07,219fa891cb522a80,0.04,N
ATT-002315,WC-2023001155,repair_photo_2315.jpg,JPEG,1872,2024-04-07,c12c5037ff1653f1,0.11,N
ATT-002316,WC-2023001155,invoice_2316.pdf,PDF,3526,2024-04-07,c0bd085a7492a6f9,0.05,N
ATT-002317,WC-2023001156,repair_photo_2317.jpg,JPEG,836,2025-01-25,17d173bad454cd6f,0.19,N
ATT-002318,WC-2023001157,repair_photo_2318.jpg,JPEG,4534,2025-03-27,28d55036ade4a0ad,0.2,N
ATT-002319,WC-2023001157,repair_photo_2319.jpg,JPEG,3058,2025-03-27,a25a808afab34540,0.01,N
ATT-002320,WC-2023001157,invoice_2320.pdf,PDF,1880,2025-03-27,23989ecf68347301,0.05,N
ATT-002321,WC-2023001158,repair_photo_2321.jpg,JPEG,304,2025-01-28,9139042800306c71,0.0,N
ATT-002322,WC-2023001158,repair_photo_2322.jpg,JPEG,1031,2025-01-28,fd91d5f7a46d69a5,0.21,N
ATT-002323,WC-2023001158,invoice_2323.pdf,PDF,486,2025-01-28,31d05a095733e938,0.14,N
ATT-002324,WC-2023001159,repair_photo_2324.jpg,JPEG,3983,2025-04-25,3fbf70f3e882a0ca,0.15,N
ATT-002325,WC-2023001159,repair_photo_2325.jpg,JPEG,4813,2025-04-25,1546e024af02d1f2,0.16,N
ATT-002326,WC-2023001160,repair_photo_2326.jpg,JPEG,1766,2023-09-07,cc6c92ca17cafac4,0.06,N
ATT-002327,WC-2023001160,repair_photo_2327.jpg,JPEG,3872,2023-09-07,3efa0708d68ed052,0.01,N
ATT-002328,WC-2023001160,invoice_2328.pdf,PDF,2089,2023-09-07,b59161a734d227ab,0.1,N
ATT-002329,WC-2023001161,repair_photo_2329.jpg,JPEG,3783,2024-05-23,b96680f77c605ae3,0.03,N
ATT-002330,WC-2023001161,repair_photo_2330.jpg,JPEG,1370,2024-05-23,f5d399998a182c5d,0.19,N
ATT-002331,WC-2023001161,invoice_2331.pdf,PDF,735,2024-05-23,180efbb46df6e1c2,0.1,N
ATT-002332,WC-2023001162,repair_photo_2332.jpg,JPEG,4481,2024-12-06,83f00a4b8ee5aecf,0.14,N
ATT-002333,WC-2023001163,repair_photo_2333.jpg,JPEG,4665,2023-02-18,2b5a1da82b53c267,0.09,N
ATT-002334,WC-2023001163,repair_photo_2334.jpg,JPEG,3754,2023-02-18,562e794f349d12b1,0.11,N
ATT-002335,WC-2023001163,invoice_2335.pdf,PDF,840,2023-02-18,a2a04f40704e30a6,0.21,N
ATT-002336,WC-2023001164,repair_photo_2336.jpg,JPEG,4091,2023-01-03,80a41cb01e2e7d7f,0.22,N
ATT-002337,WC-2023001165,repair_photo_2337.jpg,JPEG,2153,2025-02-16,ba9df1d40d5e34a4,0.01,N
ATT-002338,WC-2023001165,repair_photo_2338.jpg,JPEG,2746,2025-02-16,bea8703a55ab8eac,0.06,N
ATT-002339,WC-2023001166,repair_photo_2339.jpg,JPEG,4599,2025-06-01,ac06a00f39395065,0.1,N
ATT-002340,WC-2023001167,repair_photo_2340.jpg,JPEG,900,2024-08-15,6a0893a7e4a6dd11,0.1,N
ATT-002341,WC-2023001167,repair_photo_2341.jpg,JPEG,1504,2024-08-15,52fe638564b76e19,0.09,N
ATT-002342,WC-2023001167,invoice_2342.pdf,PDF,625,2024-08-15,bef386041e4ea9ac,0.06,N
ATT-002343,WC-2023001168,repair_photo_2343.jpg,JPEG,1249,2024-01-22,6d7cefb3eac55c11,0.19,N
ATT-002344,WC-2023001169,repair_photo_2344.jpg,JPEG,1996,2024-07-13,90f0108597a0367d,0.14,N
ATT-002345,WC-2023001169,repair_photo_2345.jpg,JPEG,3601,2024-07-13,f9b5368351774b98,0.24,N
ATT-002346,WC-2023001169,invoice_2346.pdf,PDF,2196,2024-07-13,2b5f6c79490773ae,0.1,N
ATT-002347,WC-2023001170,repair_photo_2347.jpg,JPEG,235,2024-11-12,cae3f76f8e05b5ca,0.07,N
ATT-002348,WC-2023001170,repair_photo_2348.jpg,JPEG,3394,2024-11-12,a4189cb1037e5385,0.05,N
ATT-002349,WC-2023001171,repair_photo_2349.jpg,JPEG,3780,2023-12-26,fa054aa19ebb3561,0.16,N
ATT-002350,WC-2023001172,repair_photo_2350.jpg,JPEG,3505,2025-07-13,eed2ec41fc9efbb6,0.22,N
ATT-002351,WC-2023001173,repair_photo_2351.jpg,JPEG,2525,2024-06-17,87b7e27e46258362,0.13,N
ATT-002352,WC-2023001174,repair_photo_2352.jpg,JPEG,3349,2024-10-24,d69bc8cd3fe968ee,0.2,N
ATT-002353,WC-2023001174,repair_photo_2353.jpg,JPEG,2398,2024-10-24,8682343f43ade49c,0.14,N
ATT-002354,WC-2023001175,repair_photo_2354.jpg,JPEG,3397,2024-03-17,c0690742cc679445,0.03,N
ATT-002355,WC-2023001175,repair_photo_2355.jpg,JPEG,4818,2024-03-17,f4abfb006f21c11b,0.03,N
ATT-002356,WC-2023001176,repair_photo_2356.jpg,JPEG,3373,2023-02-21,b27716fc4d89dd7b,0.09,N
ATT-002357,WC-2023001177,repair_photo_2357.jpg,JPEG,851,2023-03-13,94127eb6a2633d5d,0.05,N
ATT-002358,WC-2023001177,repair_photo_2358.jpg,JPEG,4063,2023-03-13,15f136d289b70540,0.15,N
ATT-002359,WC-2023001178,repair_photo_2359.jpg,JPEG,4346,2025-07-04,3d2ee06d0623721d,0.13,N
ATT-002360,WC-2023001178,repair_photo_2360.jpg,JPEG,4976,2025-07-04,98d16d7e92e85483,0.15,N
ATT-002361,WC-2023001178,invoice_2361.pdf,PDF,266,2025-07-04,6c229abc9c989dce,0.1,N
ATT-002362,WC-2023001179,repair_photo_2362.jpg,JPEG,722,2024-07-03,9efd83977f6467e7,0.14,N
ATT-002363,WC-2023001179,repair_photo_2363.jpg,JPEG,2936,2024-07-03,4505cffd4b08a653,0.02,N
ATT-002364,WC-2023001180,repair_photo_2364.jpg,JPEG,4047,2025-07-09,00f34acfe1b84517,0.11,N
ATT-002365,WC-2023001180,repair_photo_2365.jpg,JPEG,1070,2025-07-09,43ac4fc364f47370,0.09,N
ATT-002366,WC-2023001181,repair_photo_2366.jpg,JPEG,4521,2025-08-27,826c0b33cecd7e7c,0.11,N
ATT-002367,WC-2023001181,repair_photo_2367.jpg,JPEG,3507,2025-08-27,624c3c4be2e1cdc4,0.1,N
ATT-002368,WC-2023001181,invoice_2368.pdf,PDF,2055,2025-08-27,b81aa61ab12e3eb6,0.23,N
ATT-002369,WC-2023001182,repair_photo_2369.jpg,JPEG,4813,2023-01-07,10aa7fae97cf1db5,0.2,N
ATT-002370,WC-2023001183,repair_photo_2370.jpg,JPEG,523,2023-02-15,da14ce554762139d,0.1,N
ATT-002371,WC-2023001183,repair_photo_2371.jpg,JPEG,852,2023-02-15,1fb6dcef06ed7a4e,0.01,N
ATT-002372,WC-2023001183,invoice_2372.pdf,PDF,1989,2023-02-15,0aaf8160d5d76727,0.15,N
ATT-002373,WC-2023001184,repair_photo_2373.jpg,JPEG,4874,2025-04-26,93c4b932d69d6e57,0.2,N
ATT-002374,WC-2023001184,repair_photo_2374.jpg,JPEG,1816,2025-04-26,dd4c5efd79eb9bef,0.19,N
ATT-002375,WC-2023001185,repair_photo_2375.jpg,JPEG,3541,2023-04-27,895f8505f476f741,0.05,N
ATT-002376,WC-2023001185,repair_photo_2376.jpg,JPEG,1351,2023-04-27,016ea0414a342d17,0.09,N
ATT-002377,WC-2023001185,invoice_2377.pdf,PDF,3706,2023-04-27,d3c6c253cf14b716,0.05,N
ATT-002378,WC-2023001186,repair_photo_2378.jpg,JPEG,3720,2024-09-05,1acefa124f1e5a7c,0.09,N
ATT-002379,WC-2023001187,repair_photo_2379.jpg,JPEG,2799,2025-06-24,ccd2925347203b6a,0.02,N
ATT-002380,WC-2023001187,repair_photo_2380.jpg,JPEG,4588,2025-06-24,079bf45e7073ddaf,0.0,N
ATT-002381,WC-2023001187,invoice_2381.pdf,PDF,1335,2025-06-24,26f7a6a7066cef35,0.22,N
ATT-002382,WC-2023001188,repair_photo_2382.jpg,JPEG,208,2025-04-09,997db639ba306582,0.06,N
ATT-002383,WC-2023001188,repair_photo_2383.jpg,JPEG,2785,2025-04-09,085823c7899e3744,0.06,N
ATT-002384,WC-2023001189,repair_photo_2384.jpg,JPEG,3184,2023-10-26,7cc86d46c6e0ad20,0.22,N
ATT-002385,WC-2023001190,repair_photo_2385.jpg,JPEG,3844,2025-09-13,298af1d4dee86f7f,0.09,N
ATT-002386,WC-2023001190,repair_photo_2386.jpg,JPEG,4547,2025-09-13,eb8566f13b7ebe21,0.14,N
ATT-002387,WC-2023001190,invoice_2387.pdf,PDF,4536,2025-09-13,c83b4cc7d9aa5459,0.23,N
ATT-002388,WC-2023001191,repair_photo_2388.jpg,JPEG,1489,2025-04-06,c0f8a247bcaaa81c,0.22,N
ATT-002389,WC-2023001191,repair_photo_2389.jpg,JPEG,3289,2025-04-06,a63703f7f9dab944,0.17,N
ATT-002390,WC-2023001192,repair_photo_2390.jpg,JPEG,2259,2025-06-18,10ca235d79ea2670,0.23,N
ATT-002391,WC-2023001192,repair_photo_2391.jpg,JPEG,4254,2025-06-18,ef295fb13c8aff54,0.12,N
ATT-002392,WC-2023001193,repair_photo_2392.jpg,JPEG,3413,2023-02-21,10bc32faa0920321,0.19,N
ATT-002393,WC-2023001193,repair_photo_2393.jpg,JPEG,3643,2023-02-21,80db4436c9ff3947,0.1,N
ATT-002394,WC-2023001193,invoice_2394.pdf,PDF,742,2023-02-21,b2baa4fab88345c4,0.07,N
ATT-002395,WC-2023001194,repair_photo_2395.jpg,JPEG,4704,2023-02-11,10a613d7207878a0,0.24,N
ATT-002396,WC-2023001195,repair_photo_2396.jpg,JPEG,4528,2023-11-08,66644bb05578e9c9,0.23,N
ATT-002397,WC-2023001195,repair_photo_2397.jpg,JPEG,1547,2023-11-08,32c0cd31c5fe05ff,0.13,N
ATT-002398,WC-2023001196,repair_photo_2398.jpg,JPEG,4207,2023-01-06,8432f393fbcd7dbf,0.23,N
ATT-002399,WC-2023001196,repair_photo_2399.jpg,JPEG,880,2023-01-06,c7b9717e1c7f2834,0.23,N
ATT-002400,WC-2023001196,invoice_2400.pdf,PDF,369,2023-01-06,853dcbd4853e4bcd,0.21,N
ATT-002401,WC-2023001197,repair_photo_2401.jpg,JPEG,3756,2025-07-21,4dbad2dec55abdf5,0.09,N
ATT-002402,WC-2023001197,repair_photo_2402.jpg,JPEG,932,2025-07-21,27cc9ae520264c02,0.2,N
ATT-002403,WC-2023001198,repair_photo_2403.jpg,JPEG,3209,2023-01-16,c5ada303cb1d82a9,0.04,N
ATT-002404,WC-2023001199,repair_photo_2404.jpg,JPEG,1447,2025-03-13,01d261412e132aef,0.02,N
ATT-002405,WC-2023001200,repair_photo_2405.jpg,JPEG,2801,2023-08-04,b5a7078e4d1af4b7,0.09,N
ATT-002406,WC-2023001201,repair_photo_2406.jpg,JPEG,339,2024-11-21,b927a2c93926a8a4,0.07,N
ATT-002407,WC-2023001202,repair_photo_2407.jpg,JPEG,3628,2025-10-26,968261b369ff1062,0.08,N
ATT-002408,WC-2023001203,repair_photo_2408.jpg,JPEG,2445,2025-08-23,4c54d5ca387c078f,0.23,N
ATT-002409,WC-2023001203,repair_photo_2409.jpg,JPEG,1877,2025-08-23,7e926c8ad0938937,0.2,N
ATT-002410,WC-2023001204,repair_photo_2410.jpg,JPEG,368,2024-07-23,192b975c190f74e1,0.07,N
ATT-002411,WC-2023001204,repair_photo_2411.jpg,JPEG,2543,2024-07-23,9d98b73d6f37feff,0.15,N
ATT-002412,WC-2023001204,invoice_2412.pdf,PDF,1268,2024-07-23,05e1df927e7f9d7d,0.12,N
ATT-002413,WC-2023001205,repair_photo_2413.jpg,JPEG,1054,2023-05-08,7f0afd2c04bd6552,0.0,N
ATT-002414,WC-2023001205,repair_photo_2414.jpg,JPEG,2266,2023-05-08,d14fda8571039c2e,0.16,N
ATT-002415,WC-2023001206,repair_photo_2415.jpg,JPEG,3103,2024-02-25,f44c0108b45250da,0.16,N
ATT-002416,WC-2023001207,repair_photo_2416.jpg,JPEG,326,2025-09-02,50c5fe50caa967d0,0.03,N
ATT-002417,WC-2023001207,repair_photo_2417.jpg,JPEG,3186,2025-09-02,4ef75ca867aa997a,0.17,N
ATT-002418,WC-2023001207,invoice_2418.pdf,PDF,2733,2025-09-02,6e150d2a3f9c51ef,0.2,N
ATT-002419,WC-2023001208,repair_photo_2419.jpg,JPEG,4212,2025-04-14,f4d618b4c33ca29b,0.22,N
ATT-002420,WC-2023001209,repair_photo_2420.jpg,JPEG,4828,2024-07-11,85f3c34847058785,0.04,N
ATT-002421,WC-2023001210,repair_photo_2421.jpg,JPEG,410,2024-04-27,0bdbc2af4f39e54b,0.14,N
ATT-002422,WC-2023001210,repair_photo_2422.jpg,JPEG,1184,2024-04-27,bcdae9f5b1ecca5b,0.17,N
ATT-002423,WC-2023001211,repair_photo_2423.jpg,JPEG,4643,2024-01-23,9dc55f8d4fd28b5f,0.25,N
ATT-002424,WC-2023001212,repair_photo_2424.jpg,JPEG,3549,2024-02-06,190971ac6236b05a,0.17,N
ATT-002425,WC-2023001213,repair_photo_2425.jpg,JPEG,419,2024-11-10,6f6e1517672cf722,0.02,N
ATT-002426,WC-2023001213,repair_photo_2426.jpg,JPEG,4747,2024-11-10,313d2214d70b9345,0.09,N
ATT-002427,WC-2023001214,repair_photo_2427.jpg,JPEG,4427,2023-09-05,838e0d5e5c0c5753,0.07,N
ATT-002428,WC-2023001214,repair_photo_2428.jpg,JPEG,4162,2023-09-05,b9b6dac8ffa8d50a,0.08,N
ATT-002429,WC-2023001214,invoice_2429.pdf,PDF,2309,2023-09-05,76be1f19976a88bc,0.07,N
ATT-002430,WC-2023001215,repair_photo_2430.jpg,JPEG,1922,2025-06-18,949ff843eed92bc5,0.07,N
ATT-002431,WC-2023001215,repair_photo_2431.jpg,JPEG,2836,2025-06-18,67a1010572e28dc4,0.24,N
ATT-002432,WC-2023001216,repair_photo_2432.jpg,JPEG,3025,2025-08-20,4998956b3c952abf,0.03,N
ATT-002433,WC-2023001217,repair_photo_2433.jpg,JPEG,645,2024-08-05,e0bd084473c2e4da,0.06,N
ATT-002434,WC-2023001217,repair_photo_2434.jpg,JPEG,4553,2024-08-05,e025183c9376a15f,0.24,N
ATT-002435,WC-2023001218,repair_photo_2435.jpg,JPEG,1959,2023-07-01,f0ce3a3fc56c1511,0.11,N
ATT-002436,WC-2023001218,repair_photo_2436.jpg,JPEG,3744,2023-07-01,4682fd62e8e756f6,0.25,N
ATT-002437,WC-2023001219,repair_photo_2437.jpg,JPEG,4379,2025-02-17,b4cf5a9cac03cd40,0.22,N
ATT-002438,WC-2023001219,repair_photo_2438.jpg,JPEG,2036,2025-02-17,90bd3b39d36fc782,0.12,N
ATT-002439,WC-2023001220,repair_photo_2439.jpg,JPEG,3246,2023-04-09,75e8b5cdf4cf7033,0.17,N
ATT-002440,WC-2023001220,repair_photo_2440.jpg,JPEG,3359,2023-04-09,8ad874ddc6f4221a,0.01,N
ATT-002441,WC-2023001220,invoice_2441.pdf,PDF,1804,2023-04-09,57c4a31383bf742f,0.05,N
ATT-002442,WC-2023001221,repair_photo_2442.jpg,JPEG,1764,2025-04-04,f9e5c7f2127224a2,0.23,N
ATT-002443,WC-2023001221,repair_photo_2443.jpg,JPEG,1443,2025-04-04,3688bed6fa82e73e,0.06,N
ATT-002444,WC-2023001221,invoice_2444.pdf,PDF,3970,2025-04-04,01b618316e859da1,0.07,N
ATT-002445,WC-2023001222,repair_photo_2445.jpg,JPEG,4342,2023-07-28,0ab7653af617ba51,0.05,N
ATT-002446,WC-2023001222,repair_photo_2446.jpg,JPEG,3402,2023-07-28,aa35a75ace9a3e8a,0.1,N
ATT-002447,WC-2023001222,invoice_2447.pdf,PDF,942,2023-07-28,2a77bafc159fdca8,0.16,N
ATT-002448,WC-2023001223,repair_photo_2448.jpg,JPEG,730,2024-06-15,5ff831600eec1531,0.05,N
ATT-002449,WC-2023001223,repair_photo_2449.jpg,JPEG,3639,2024-06-15,bf3862a2826e083a,0.03,N
ATT-002450,WC-2023001224,repair_photo_2450.jpg,JPEG,2343,2024-11-10,52fc26d40f72824e,0.18,N
ATT-002451,WC-2023001225,repair_photo_2451.jpg,JPEG,4006,2023-02-12,ffef6c350ea36517,0.05,N
ATT-002452,WC-2023001226,repair_photo_2452.jpg,JPEG,922,2023-09-02,2ae12e7a4982d1c9,0.02,N
ATT-002453,WC-2023001227,repair_photo_2453.jpg,JPEG,234,2025-09-12,483a8a0235e2faae,0.15,N
ATT-002454,WC-2023001228,repair_photo_2454.jpg,JPEG,4745,2025-12-05,09bf5675b62ec3a2,0.09,N
ATT-002455,WC-2023001228,repair_photo_2455.jpg,JPEG,1460,2025-12-05,77aa7dc1af27619f,0.02,N
ATT-002456,WC-2023001228,invoice_2456.pdf,PDF,1919,2025-12-05,837a6922513fdfe0,0.14,N
ATT-002457,WC-2023001229,repair_photo_2457.jpg,JPEG,2777,2024-10-19,49cc99a57a6293dd,0.11,N
ATT-002458,WC-2023001230,repair_photo_2458.jpg,JPEG,944,2025-05-26,e07d2fa2cb222e28,0.19,N
ATT-002459,WC-2023001231,repair_photo_2459.jpg,JPEG,2340,2025-12-05,c2e5124fa71a5e2e,0.03,N
ATT-002460,WC-2023001231,repair_photo_2460.jpg,JPEG,1479,2025-12-05,5297bb8927b7dc63,0.18,N
ATT-002461,WC-2023001232,repair_photo_2461.jpg,JPEG,1525,2023-03-05,1aea5dc3e4f490a5,0.06,N
ATT-002462,WC-2023001232,repair_photo_2462.jpg,JPEG,3318,2023-03-05,74287b990f44c7a5,0.15,N
ATT-002463,WC-2023001233,repair_photo_2463.jpg,JPEG,4174,2025-12-06,4aeb1c9b99fca1db,0.01,N
ATT-002464,WC-2023001233,repair_photo_2464.jpg,JPEG,1199,2025-12-06,717d8a1fa5ce1060,0.24,N
ATT-002465,WC-2023001234,repair_photo_2465.jpg,JPEG,4316,2024-11-06,8e97853b185b44aa,0.08,N
ATT-002466,WC-2023001234,repair_photo_2466.jpg,JPEG,2488,2024-11-06,44627d3eaf59dfd7,0.04,N
ATT-002467,WC-2023001234,invoice_2467.pdf,PDF,1510,2024-11-06,ca90fa1542f69a4b,0.11,N
ATT-002468,WC-2023001235,repair_photo_2468.jpg,JPEG,1514,2025-12-28,f4a9ee21c3febc2b,0.08,N
ATT-002469,WC-2023001236,repair_photo_2469.jpg,JPEG,852,2024-05-15,ea33edf9908fe103,0.2,N
ATT-002470,WC-2023001236,repair_photo_2470.jpg,JPEG,377,2024-05-15,f874765d8c5505ad,0.18,N
ATT-002471,WC-2023001237,repair_photo_2471.jpg,JPEG,2402,2025-07-24,b3cf785354175c94,0.15,N
ATT-002472,WC-2023001237,repair_photo_2472.jpg,JPEG,3204,2025-07-24,3a53dbd5f13818ca,0.14,N
ATT-002473,WC-2023001237,invoice_2473.pdf,PDF,3319,2025-07-24,cbb940c7e8841137,0.24,N
ATT-002474,WC-2023001238,repair_photo_2474.jpg,JPEG,3543,2025-05-05,d829b766c0a0b041,0.11,N
ATT-002475,WC-2023001239,repair_photo_2475.jpg,JPEG,1901,2025-01-21,4240cde6a3574486,0.22,N
ATT-002476,WC-2023001239,repair_photo_2476.jpg,JPEG,3028,2025-01-21,a457350d3e9f9880,0.12,N
ATT-002477,WC-2023001240,repair_photo_2477.jpg,JPEG,3790,2025-02-04,20783d364d5a988f,0.02,N
ATT-002478,WC-2023001240,repair_photo_2478.jpg,JPEG,3323,2025-02-04,a1f343d27342863b,0.16,N
ATT-002479,WC-2023001241,repair_photo_2479.jpg,JPEG,4985,2024-12-08,d701fe20333b2cf7,0.07,N
ATT-002480,WC-2023001242,repair_photo_2480.jpg,JPEG,4477,2023-12-24,8f9dbb3f612c9f59,0.09,N
ATT-002481,WC-2023001243,repair_photo_2481.jpg,JPEG,1140,2024-01-14,ad5c2c460adf7861,0.13,N
ATT-002482,WC-2023001244,repair_photo_2482.jpg,JPEG,1195,2023-01-23,637f77a7b2efd37d,0.09,N
ATT-002483,WC-2023001244,repair_photo_2483.jpg,JPEG,495,2023-01-23,bf677efb4b7673c3,0.21,N
ATT-002484,WC-2023001245,repair_photo_2484.jpg,JPEG,4970,2023-01-05,478dae60842dc106,0.17,N
ATT-002485,WC-2023001246,repair_photo_2485.jpg,JPEG,3692,2023-01-28,c8ef6289df174c13,0.04,N
ATT-002486,WC-2023001247,repair_photo_2486.jpg,JPEG,745,2024-07-23,1eebb708dd9243b8,0.11,N
ATT-002487,WC-2023001247,repair_photo_2487.jpg,JPEG,224,2024-07-23,f6f31c2aaf05e782,0.0,N
ATT-002488,WC-2023001248,repair_photo_2488.jpg,JPEG,3628,2025-03-02,29cf502a9fbbab36,0.14,N
ATT-002489,WC-2023001248,repair_photo_2489.jpg,JPEG,3667,2025-03-02,2a1aef70e3ffcd91,0.24,N
ATT-002490,WC-2023001248,invoice_2490.pdf,PDF,916,2025-03-02,77310fc790fa6cd9,0.19,N
ATT-002491,WC-2023001249,repair_photo_2491.jpg,JPEG,362,2025-08-24,201321bc328ef9db,0.09,N
ATT-002492,WC-2023001249,repair_photo_2492.jpg,JPEG,417,2025-08-24,0c8775072bef545b,0.13,N
ATT-002493,WC-2023001249,invoice_2493.pdf,PDF,2983,2025-08-24,bc7809f30ba3d8a6,0.16,N
ATT-002494,WC-2023001250,repair_photo_2494.jpg,JPEG,4334,2024-01-21,8282bcb77529439f,0.19,N
